xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdmxyzinterpolation,xyzdcxyzsurvname,xyzdmxyzcomparability,xyzdmxyzcomparable_spell,xyzdpxyzsi_pov_gini,xyzdpxyzsi_pov_theil,xyzdcxyzpppyear
AGO,2000,CONS,N,FALSE,HBS,0,2000,.5195689,.5462119,2011
AGO,2008,CONS,N,FALSE,IBEP-MICS,1,2008,.4271551,.3330803,2011
AGO,2018,CONS,N,FALSE,IDREA,2,2018,.5127211,.6141902,2011
ALB,1996,CONS,N,FALSE,EWS,0,1996,.2701034,.119247,2011
ALB,2002,CONS,N,FALSE,LSMS,1,2002-2012,.3173898,.1797405,2011
ALB,2005,CONS,N,FALSE,LSMS,1,2002-2012,.3059566,.1650443,2011
ALB,2008,CONS,N,FALSE,LSMS,1,2002-2012,.2998467,.1730688,2011
ALB,2012,CONS,N,FALSE,LSMS,1,2002-2012,.2896048,.1436571,2011
ALB,2014,CONS,N,FALSE,HBS,2,2014-2017,.345989,.1975382,2011
ALB,2015,CONS,N,FALSE,HBS,2,2014-2017,.3275373,.1764716,2011
ALB,2016,CONS,N,FALSE,HBS,2,2014-2017,.337363,.1866335,2011
ALB,2017,CONS,N,FALSE,HBS,2,2014-2017,.3305566,.178665,2011
ALB,2018,CONS,N,FALSE,HBS,3,2018-2020,.3014828,.1478622,2011
ALB,2019,CONS,N,FALSE,HBS,3,2018-2020,.3011577,.1506181,2011
ALB,2020,CONS,N,FALSE,HBS,3,2018-2020,.2941963,.1417546,2011
ARE,2013,INC,N,FALSE,HIES,0,2013-2018,.3251042,,2011
ARE,2018,INC,N,FALSE,HIES,0,2013-2018,.2596628,,2011
ARG,1980,INC,U,FALSE,EPH,0,1980-1991,.4083086,,2011
ARG,1986,INC,U,FALSE,EPH,0,1980-1991,.4280889,.3376502,2011
ARG,1987,INC,U,FALSE,EPH,0,1980-1991,.4527636,.3865492,2011
ARG,1991,INC,U,FALSE,EPH,0,1980-1991,.4676174,.4567719,2011
ARG,1992,INC,U,FALSE,EPH,1,1992-1997,.4546809,.3783786,2011
ARG,1993,INC,U,FALSE,EPH,1,1992-1997,.4485629,.3666256,2011
ARG,1994,INC,U,FALSE,EPH,1,1992-1997,.459168,.3891988,2011
ARG,1995,INC,U,FALSE,EPH,1,1992-1997,.489044,.4454302,2011
ARG,1996,INC,U,FALSE,EPH,1,1992-1997,.4952443,.4607693,2011
ARG,1997,INC,U,FALSE,EPH,1,1992-1997,.4911048,.4368883,2011
ARG,1998,INC,U,FALSE,EPH,2,1998-2002,.5073364,.483242,2011
ARG,1999,INC,U,FALSE,EPH,2,1998-2002,.4979204,.4564523,2011
ARG,2000,INC,U,FALSE,EPH,2,1998-2002,.5106396,.4766763,2011
ARG,2001,INC,U,FALSE,EPH,2,1998-2002,.5334311,.5209402,2011
ARG,2002,INC,U,FALSE,EPH,2,1998-2002,.5379376,.5411926,2011
ARG,2003,INC,U,FALSE,EPHC-S2,3,2003-2022,.5100289,.5262776,2011
ARG,2004,INC,U,FALSE,EPHC-S2,3,2003-2022,.4848832,.424657,2011
ARG,2005,INC,U,FALSE,EPHC-S2,3,2003-2022,.478143,.4198694,2011
ARG,2006,INC,U,FALSE,EPHC-S2,3,2003-2022,.4644687,.4087921,2011
ARG,2007,INC,U,FALSE,EPHC-S2,3,2003-2022,.4628617,.3987112,2011
ARG,2008,INC,U,FALSE,EPHC-S2,3,2003-2022,.4498946,.3667941,2011
ARG,2009,INC,U,FALSE,EPHC-S2,3,2003-2022,.4376144,.3348181,2011
ARG,2010,INC,U,FALSE,EPHC-S2,3,2003-2022,.436783,.337164,2011
ARG,2011,INC,U,FALSE,EPHC-S2,3,2003-2022,.4273939,.3185231,2011
ARG,2012,INC,U,FALSE,EPHC-S2,3,2003-2022,.4143858,.2955149,2011
ARG,2013,INC,U,FALSE,EPHC-S2,3,2003-2022,.4108832,.2902874,2011
ARG,2014,INC,U,FALSE,EPHC-S2,3,2003-2022,.4182428,.3037963,2011
ARG,2016,INC,U,FALSE,EPHC-S2,3,2003-2022,.4234661,.3157889,2011
ARG,2017,INC,U,FALSE,EPHC-S2,3,2003-2022,.414364,.295564,2011
ARG,2018,INC,U,FALSE,EPHC-S2,3,2003-2022,.4172039,.3010942,2011
ARG,2019,INC,U,FALSE,EPHC-S2,3,2003-2022,.4331588,.3314533,2011
ARG,2020,INC,U,FALSE,EPHC-S2,3,2003-2022,.4274667,.3145847,2011
ARG,2021,INC,U,FALSE,EPHC-S2,3,2003-2022,.4244681,.3356955,2011
ARG,2022,INC,U,FALSE,EPHC-S2,3,2003-2022,.4073774,.2858029,2011
ARM,1999,CONS,N,FALSE,ILCS,1,1999-2018,.3621973,.2618624,2011
ARM,2001,CONS,N,FALSE,ILCS,1,1999-2018,.3536436,.2361618,2011
ARM,2002,CONS,N,FALSE,ILCS,1,1999-2018,.3477967,.2379276,2011
ARM,2003,CONS,N,FALSE,ILCS,1,1999-2018,.3302809,.2322956,2011
ARM,2004,CONS,N,FALSE,ILCS,1,1999-2018,.3750563,.3136523,2011
ARM,2005,CONS,N,FALSE,ILCS,1,1999-2018,.3599235,.2842595,2011
ARM,2006,CONS,N,FALSE,ILCS,1,1999-2018,.2970999,.1623417,2011
ARM,2007,CONS,N,FALSE,ILCS,1,1999-2018,.3122606,.1725216,2011
ARM,2008,CONS,N,FALSE,ILCS,1,1999-2018,.2918814,.1542256,2011
ARM,2009,CONS,N,FALSE,ILCS,1,1999-2018,.2801588,.1376237,2011
ARM,2010,CONS,N,FALSE,ILCS,1,1999-2018,.2999258,.1783033,2011
ARM,2011,CONS,N,FALSE,ILCS,1,1999-2018,.2935295,.1574659,2011
ARM,2012,CONS,N,FALSE,ILCS,1,1999-2018,.2960226,.1643002,2011
ARM,2013,CONS,N,FALSE,ILCS,1,1999-2018,.3057966,.1794897,2011
ARM,2014,CONS,N,FALSE,ILCS,1,1999-2018,.3148329,.1873002,2011
ARM,2015,CONS,N,FALSE,ILCS,1,1999-2018,.3235677,.2036405,2011
ARM,2016,CONS,N,FALSE,ILCS,1,1999-2018,.3254795,.2179179,2011
ARM,2017,CONS,N,FALSE,ILCS,1,1999-2018,.3362184,.2486422,2011
ARM,2018,CONS,N,FALSE,ILCS,1,1999-2018,.344335,.2499934,2011
ARM,2019,CONS,N,FALSE,ILCS,2,2019-2022,.3003121,.1830496,2011
ARM,2020,CONS,N,FALSE,ILCS,2,2019-2022,.251316,.113075,2011
ARM,2021,CONS,N,FALSE,ILCS,2,2019-2022,.2794013,.1475941,2011
ARM,2022,CONS,N,FALSE,ILCS,2,2019-2022,.2794529,.1402678,2011
AUS,1981,INC,N,FALSE,IHS-LIS,0,1981,.3132579,.1629432,2011
AUS,1985,INC,N,FALSE,IDS-LIS,1,1985,.3249769,.1788999,2011
AUS,1989,INC,N,FALSE,SIHCA-LIS,2,1989-2018,.3315383,.188577,2011
AUS,1995,INC,N,FALSE,SIH-LIS,2,1989-2018,.3258199,.1825016,2011
AUS,2001,INC,N,FALSE,SIH-LIS,2,1989-2018,.334648,.1923291,2011
AUS,2003,INC,N,FALSE,SIH-LIS,2,1989-2018,.3350052,.1944379,2011
AUS,2004,INC,N,FALSE,SIH-HES-LIS,3,2004-2010,.3305741,.1906046,2011
AUS,2008,INC,N,FALSE,SIH-LIS,2,1989-2018,.3542851,.2294933,2011
AUS,2010,INC,N,FALSE,SIH-HES-LIS,3,2004-2010,.3465673,.2119096,2011
AUS,2014,INC,N,FALSE,SIH-LIS,2,1989-2018,.3439943,.2253567,2011
AUS,2016,INC,N,FALSE,SIH-HES-LIS,2,1989-2018,.3368581,.2042212,2011
AUS,2018,INC,N,FALSE,SIH-LIS,2,1989-2018,.3433376,.222537,2011
AUT,1994,INC,N,FALSE,ECHP-LIS,1,1994-2000,.3082802,.1667778,2011
AUT,1995,INC,N,FALSE,MC-LIS,0,1995,.2991433,.1558332,2011
AUT,1996,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2931781,.1495902,2011
AUT,1997,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2906537,.1437246,2011
AUT,1998,INC,N,FALSE,ECHP-LIS,1,1994-2000,.3134077,.1868318,2011
AUT,1999,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2967054,.1543671,2011
AUT,2000,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2896469,.1427822,2011
AUT,2003,INC,N,FALSE,EU-SILC,2,2003-2021,.2946608,.1579422,2011
AUT,2004,INC,N,FALSE,EU-SILC,2,2003-2021,.2978899,.1583986,2011
AUT,2005,INC,N,FALSE,EU-SILC,2,2003-2021,.2871543,.1417087,2011
AUT,2006,INC,N,FALSE,EU-SILC,2,2003-2021,.2958758,.1588616,2011
AUT,2007,INC,N,FALSE,EU-SILC,2,2003-2021,.3058,.1659903,2011
AUT,2008,INC,N,FALSE,EU-SILC,2,2003-2021,.3043739,.1680073,2011
AUT,2009,INC,N,FALSE,EU-SILC,2,2003-2021,.3149623,.1815974,2011
AUT,2010,INC,N,FALSE,EU-SILC,2,2003-2021,.3025226,.1609189,2011
AUT,2011,INC,N,FALSE,EU-SILC,2,2003-2021,.3080167,.1708195,2011
AUT,2012,INC,N,FALSE,EU-SILC,2,2003-2021,.3047632,.1632984,2011
AUT,2013,INC,N,FALSE,EU-SILC,2,2003-2021,.3075313,.1785372,2011
AUT,2014,INC,N,FALSE,EU-SILC,2,2003-2021,.3053568,.1743137,2011
AUT,2015,INC,N,FALSE,EU-SILC,2,2003-2021,.3053277,.178534,2011
AUT,2016,INC,N,FALSE,EU-SILC,2,2003-2021,.3079707,.1714827,2011
AUT,2017,INC,N,FALSE,EU-SILC,2,2003-2021,.2973759,.15457,2011
AUT,2018,INC,N,FALSE,EU-SILC,2,2003-2021,.3084879,.1727676,2011
AUT,2019,INC,N,FALSE,EU-SILC,2,2003-2021,.3021155,.161,2011
AUT,2020,INC,N,FALSE,EU-SILC,2,2003-2021,.2980179,.1574445,2011
AUT,2021,INC,N,FALSE,EU-SILC,2,2003-2021,.3070223,.1773023,2011
AZE,1995,CONS,N,FALSE,SLC,0,1995,.3465028,.2105033,2011
AZE,2001,CONS,N,FALSE,HBS,1,2001-2005,.3645494,.2507486,2011
AZE,2002,CONS,N,FALSE,HBS,1,2001-2005,.2527767,.1280367,2011
AZE,2003,CONS,N,FALSE,HBS,1,2001-2005,.2683288,.1382024,2011
AZE,2004,CONS,N,FALSE,HBS,1,2001-2005,.2662159,.1474769,2011
AZE,2005,CONS,N,FALSE,HBS,1,2001-2005,.2655491,.1437015,2011
BDI,1992,CONS,N,FALSE,EDCM,0,1992,.3333381,,2011
BDI,1998,CONS,N,FALSE,EP,1,1998-2013,.4231653,.3519037,2011
BDI,2006,CONS,N,FALSE,QUIBB,1,1998-2013,.3335986,.2085476,2011
BDI,2013,CONS,N,FALSE,ECVMB,1,1998-2013,.3862482,.2834026,2011
BDI,2020,CONS,N,FALSE,EICVMB,2,2020,.3745651,.263481,2011
BEL,1985,INC,N,FALSE,SEP-LIS,0,1985-1997,.2520385,.1079176,2011
BEL,1988,INC,N,FALSE,SEP-LIS,0,1985-1997,.2571468,.1191231,2011
BEL,1992,INC,N,FALSE,SEP-LIS,0,1985-1997,.2495188,.1066698,2011
BEL,1995,INC,N,FALSE,PSBH-ECHP-LIS,1,1995-2000,.2841227,.148175,2011
BEL,1997,INC,N,FALSE,SEP-LIS,0,1985-1997,.2683256,.1238519,2011
BEL,2000,INC,N,FALSE,PSBH-ECHP-LIS,1,1995-2000,.3313756,.33014,2011
BEL,2003,INC,N,FALSE,EU-SILC,2,2003-2021,.2814395,.1454794,2011
BEL,2004,INC,N,FALSE,EU-SILC,2,2003-2021,.305415,.3062431,2011
BEL,2005,INC,N,FALSE,EU-SILC,2,2003-2021,.2933733,.2276015,2011
BEL,2006,INC,N,FALSE,EU-SILC,2,2003-2021,.280545,.1424302,2011
BEL,2007,INC,N,FALSE,EU-SILC,2,2003-2021,.2923797,.1771034,2011
BEL,2008,INC,N,FALSE,EU-SILC,2,2003-2021,.2837401,.1608188,2011
BEL,2009,INC,N,FALSE,EU-SILC,2,2003-2021,.2855135,.1548911,2011
BEL,2010,INC,N,FALSE,EU-SILC,2,2003-2021,.2837519,.1656717,2011
BEL,2011,INC,N,FALSE,EU-SILC,2,2003-2021,.280607,.1490089,2011
BEL,2012,INC,N,FALSE,EU-SILC,2,2003-2021,.274911,.1378996,2011
BEL,2013,INC,N,FALSE,EU-SILC,2,2003-2021,.276692,.1356927,2011
BEL,2014,INC,N,FALSE,EU-SILC,2,2003-2021,.2813415,.1513962,2011
BEL,2015,INC,N,FALSE,EU-SILC,2,2003-2021,.2772946,.1466273,2011
BEL,2016,INC,N,FALSE,EU-SILC,2,2003-2021,.2758098,.1444253,2011
BEL,2017,INC,N,FALSE,EU-SILC,2,2003-2021,.2738797,.1377495,2011
BEL,2018,INC,N,FALSE,EU-SILC,2,2003-2021,.2721441,.1454278,2011
BEL,2019,INC,N,FALSE,EU-SILC,2,2003-2021,.272198,.146271,2011
BEL,2020,INC,N,FALSE,EU-SILC,2,2003-2021,.2595833,.1299056,2011
BEL,2021,INC,N,FALSE,EU-SILC,2,2003-2021,.2657773,.1347134,2011
BEN,2003,CONS,N,FALSE,QUIBB,0,2003,.385782,.2911713,2011
BEN,2011,CONS,N,FALSE,EMICOV,1,2011-2015,.4343971,.3514375,2011
BEN,2015,CONS,N,FALSE,EMICOV,1,2011-2015,.4775591,.4395388,2011
BEN,2018,CONS,N,FALSE,EHCVM,2,2018-2021,.3794864,.2692107,2011
BEN,2021,CONS,N,FALSE,EHCVM,2,2018-2021,.3439581,.215637,2011
BFA,1994,CONS,N,FALSE,EP-I,0,1994,.4807249,.4820081,2011
BFA,1998,CONS,N,FALSE,EP-II,1,1998-2003,.4994397,.6028197,2011
BFA,2003,CONS,N,FALSE,ECVM,1,1998-2003,.4325251,.3642938,2011
BFA,2009,CONS,N,FALSE,ECVM,2,2009,.3976223,.3146725,2011
BFA,2014,CONS,N,FALSE,EMC,3,2014,.3530123,.2424356,2011
BFA,2018,CONS,N,FALSE,EHCVM,4,2018-2021,.4301673,.3656669,2011
BFA,2021,CONS,N,FALSE,EHCVM,4,2018-2021,.3739129,.2639373,2011
BGD,1983,CONS,N,FALSE,HHES,0,1983-1988,.2587649,,2011
BGD,1985,CONS,N,FALSE,HHES,0,1983-1988,.269175,,2011
BGD,1988,CONS,N,FALSE,HHES,0,1983-1988,.2884655,,2011
BGD,1991,CONS,N,FALSE,HHES,1,1991-1995,.275708,.138252,2011
BGD,1995,CONS,N,FALSE,HHES,1,1991-1995,.3294298,.215424,2011
BGD,2000,CONS,N,FALSE,HIES,2,2000-2016,.3340653,.2183324,2011
BGD,2005,CONS,N,FALSE,HIES,2,2000-2016,.3320129,.2147358,2011
BGD,2010,CONS,N,FALSE,HIES,2,2000-2016,.3213032,.1994139,2011
BGD,2016,CONS,N,FALSE,HIES,2,2000-2016,.3238527,.206537,2011
BGD,2022,CONS,N,FALSE,HIES,3,2022,.3337316,.2063483,2011
BGR,2006,INC,N,FALSE,EU-SILC,5,2006-2014,.3570257,.2398489,2011
BGR,2007,INC,N,FALSE,EU-SILC,5,2006-2014,.3609599,.2345967,2011
BGR,2008,INC,N,FALSE,EU-SILC,5,2006-2014,.3357313,.1963259,2011
BGR,2009,INC,N,FALSE,EU-SILC,5,2006-2014,.338232,.2060125,2011
BGR,2010,INC,N,FALSE,EU-SILC,5,2006-2014,.3565357,.2351934,2011
BGR,2011,INC,N,FALSE,EU-SILC,5,2006-2014,.3427861,.2159481,2011
BGR,2012,INC,N,FALSE,EU-SILC,5,2006-2014,.3601392,.2415279,2011
BGR,2013,INC,N,FALSE,EU-SILC,5,2006-2014,.3657365,.2439504,2011
BGR,2014,INC,N,FALSE,EU-SILC,5,2006-2014,.3741857,.2614195,2011
BGR,2015,INC,N,FALSE,EU-SILC,6,2015-2021,.3856735,.275434,2011
BGR,2016,INC,N,FALSE,EU-SILC,6,2015-2021,.4059106,.3314053,2011
BGR,2017,INC,N,FALSE,EU-SILC,6,2015-2021,.4037905,.3528521,2011
BGR,2018,INC,N,FALSE,EU-SILC,6,2015-2021,.412841,.3668424,2011
BGR,2019,INC,N,FALSE,EU-SILC,6,2015-2021,.4027138,.3118419,2011
BGR,2020,INC,N,FALSE,EU-SILC,6,2015-2021,.4052315,.3543538,2011
BGR,2021,INC,N,FALSE,EU-SILC,6,2015-2021,.3900551,.2839886,2011
BIH,2001,CONS,N,FALSE,LSMS,0,2001-2004,.2996645,.1969499,2011
BIH,2004,CONS,N,FALSE,LSMS,0,2001-2004,.3403749,.1998314,2011
BIH,2007,CONS,N,FALSE,HBS,1,2007-2011,.3306159,.1848235,2011
BIH,2011,CONS,N,FALSE,HBS,1,2007-2011,.3303019,.1861008,2011
BLR,1998,CONS,N,FALSE,HHS,1,1998-2020,.3201835,.1833698,2011
BLR,1999,CONS,N,FALSE,HHS,1,1998-2020,.3173815,.1703601,2011
BLR,2000,CONS,N,FALSE,HHS,1,1998-2020,.3116748,.1672684,2011
BLR,2001,CONS,N,FALSE,HHS,1,1998-2020,.3057672,.1658815,2011
BLR,2002,CONS,N,FALSE,HHS,1,1998-2020,.3033624,.1663696,2011
BLR,2003,CONS,N,FALSE,HHS,1,1998-2020,.2882101,.1412185,2011
BLR,2004,CONS,N,FALSE,HHS,1,1998-2020,.2647988,.116589,2011
BLR,2005,CONS,N,FALSE,HHS,1,1998-2020,.2755341,.1270593,2011
BLR,2006,CONS,N,FALSE,HHS,1,1998-2020,.2827544,.1392342,2011
BLR,2007,CONS,N,FALSE,HHS,1,1998-2020,.2961238,.1582496,2011
BLR,2008,CONS,N,FALSE,HHS,1,1998-2020,.2782604,.1365975,2011
BLR,2009,CONS,N,FALSE,HHS,1,1998-2020,.276893,.1347734,2011
BLR,2010,CONS,N,FALSE,HHS,1,1998-2020,.285666,.1369792,2011
BLR,2011,CONS,N,FALSE,HHS,1,1998-2020,.2715255,.1249552,2011
BLR,2012,CONS,N,FALSE,HHS,1,1998-2020,.265262,.1226051,2011
BLR,2013,CONS,N,FALSE,HHS,1,1998-2020,.2657505,.1327335,2011
BLR,2014,CONS,N,FALSE,HHS,1,1998-2020,.2717667,.1324196,2011
BLR,2015,CONS,N,FALSE,HHS,1,1998-2020,.2563322,.1108896,2011
BLR,2016,CONS,N,FALSE,HHS,1,1998-2020,.2530662,.1098435,2011
BLR,2017,CONS,N,FALSE,HHS,1,1998-2020,.2544457,.111526,2011
BLR,2018,CONS,N,FALSE,HHS,1,1998-2020,.2524053,.1112794,2011
BLR,2019,CONS,N,FALSE,HHS,1,1998-2020,.2527785,.1099357,2011
BLR,2020,CONS,N,FALSE,HHS,1,1998-2020,.2438336,.103225,2011
BLZ,1993,INC,N,FALSE,LFS,0,1993-1999,.6025398,,2011
BLZ,1994,INC,N,FALSE,LFS,0,1993-1999,.6090843,,2011
BLZ,1996,INC,N,FALSE,SLC,2,1996,.5659369,.7848197,2011
BLZ,1997,INC,N,FALSE,LFS,0,1993-1999,.6042532,,2011
BLZ,1998,INC,N,FALSE,LFS,0,1993-1999,.5490603,.6342464,2011
BLZ,1999,INC,N,FALSE,LFS,0,1993-1999,.5326276,.5724432,2011
BOL,1990,INC,U,FALSE,EPF,0,1990-1992,.4203572,,2011
BOL,1992,INC,U,FALSE,EIH,0,1990-1992,.4911005,.4824459,2011
BOL,1997,INC,N,FALSE,ENE,1,1997,.5816443,.7016436,2011
BOL,1999,INC,N,FALSE,ECH,2,1999,.5809705,.6464706,2011
BOL,2000,INC,N,FALSE,ECH,3,2000-2002,.6163992,.7731459,2011
BOL,2001,INC,N,FALSE,EH,3,2000-2002,.573988,.6624578,2011
BOL,2002,INC,N,FALSE,EH,3,2000-2002,.5931104,.7127419,2011
BOL,2004,INC,N,FALSE,ECH,4,2004,.5500987,.6276473,2011
BOL,2005,INC,N,FALSE,EH,5,2005-2021,.5852793,.6932162,2011
BOL,2006,INC,N,FALSE,EH,5,2005-2021,.5666768,.6359716,2011
BOL,2007,INC,N,FALSE,EH,5,2005-2021,.5453707,.5732371,2011
BOL,2008,INC,N,FALSE,EH,5,2005-2021,.5081608,.4994056,2011
BOL,2009,INC,N,FALSE,EH,5,2005-2021,.4922296,.4819877,2011
BOL,2011,INC,N,FALSE,EH,5,2005-2021,.4608095,.3814556,2011
BOL,2012,INC,N,FALSE,EH,5,2005-2021,.4658193,.3898217,2011
BOL,2013,INC,N,FALSE,EH,5,2005-2021,.4758903,.4221204,2011
BOL,2014,INC,N,FALSE,EH,5,2005-2021,.4783066,.4623809,2011
BOL,2015,INC,N,FALSE,EH,5,2005-2021,.4673249,.4252171,2011
BOL,2016,INC,N,FALSE,EH,5,2005-2021,.45244,.3629478,2011
BOL,2017,INC,N,FALSE,EH,5,2005-2021,.4461895,.3514094,2011
BOL,2018,INC,N,FALSE,EH,5,2005-2021,.4257976,.3169484,2011
BOL,2019,INC,N,FALSE,EH,5,2005-2021,.4164476,.3088887,2011
BOL,2020,INC,N,FALSE,EH,5,2005-2021,.4364549,.3502579,2011
BOL,2021,INC,N,FALSE,EH,5,2005-2021,.4091332,.2939517,2011
BRA,1981,INC,N,FALSE,PNAD,0,1981-2011,.5793085,.6689217,2011
BRA,1982,INC,N,FALSE,PNAD,0,1981-2011,.5841711,.684943,2011
BRA,1983,INC,N,FALSE,PNAD,0,1981-2011,.5898801,.702701,2011
BRA,1984,INC,N,FALSE,PNAD,0,1981-2011,.5837604,.6809568,2011
BRA,1985,INC,N,FALSE,PNAD,0,1981-2011,.5558679,.5769028,2011
BRA,1986,INC,N,FALSE,PNAD,0,1981-2011,.5846461,.7075179,2011
BRA,1987,INC,N,FALSE,PNAD,0,1981-2011,.5969279,.7309288,2011
BRA,1988,INC,N,FALSE,PNAD,0,1981-2011,.6142836,.7718247,2011
BRA,1989,INC,N,FALSE,PNAD,0,1981-2011,.6329513,.8815372,2011
BRA,1990,INC,N,FALSE,PNAD,0,1981-2011,.6048727,.7492211,2011
BRA,1992,INC,N,FALSE,PNAD,0,1981-2011,.5317296,.5267695,2011
BRA,1993,INC,N,FALSE,PNAD,0,1981-2011,.6011882,.7657911,2011
BRA,1995,INC,N,FALSE,PNAD,0,1981-2011,.5956972,.720672,2011
BRA,1996,INC,N,FALSE,PNAD,0,1981-2011,.5988891,.7240154,2011
BRA,1997,INC,N,FALSE,PNAD,0,1981-2011,.5979966,.7273845,2011
BRA,1998,INC,N,FALSE,PNAD,0,1981-2011,.5960723,.7248971,2011
BRA,1999,INC,N,FALSE,PNAD,0,1981-2011,.5899159,.70467,2011
BRA,2001,INC,N,FALSE,PNAD,0,1981-2011,.5841333,.682979,2011
BRA,2002,INC,N,FALSE,PNAD,0,1981-2011,.5811364,.6782372,2011
BRA,2003,INC,N,FALSE,PNAD,0,1981-2011,.5756279,.6585497,2011
BRA,2004,INC,N,FALSE,PNAD,0,1981-2011,.5647875,.6370161,2011
BRA,2005,INC,N,FALSE,PNAD,0,1981-2011,.563163,.6370304,2011
BRA,2006,INC,N,FALSE,PNAD,0,1981-2011,.5564732,.6191564,2011
BRA,2007,INC,N,FALSE,PNAD,0,1981-2011,.5492774,.6003243,2011
BRA,2008,INC,N,FALSE,PNAD,0,1981-2011,.5404328,.581308,2011
BRA,2009,INC,N,FALSE,PNAD,0,1981-2011,.5368723,.5735647,2011
BRA,2011,INC,N,FALSE,PNAD,0,1981-2011,.5294759,.559654,2011
BRA,2012,INC,N,FALSE,PNADC-E1,1,2012-2022,.5343986,.5696771,2011
BRA,2013,INC,N,FALSE,PNADC-E1,1,2012-2022,.5268654,.5456228,2011
BRA,2014,INC,N,FALSE,PNADC-E1,1,2012-2022,.5203314,.5286942,2011
BRA,2015,INC,N,FALSE,PNADC-E1,1,2012-2022,.5193083,.527214,2011
BRA,2016,INC,N,FALSE,PNADC-E1,1,2012-2022,.5337148,.5603791,2011
BRA,2017,INC,N,FALSE,PNADC-E1,1,2012-2022,.5332552,.564631,2011
BRA,2018,INC,N,FALSE,PNADC-E1,1,2012-2022,.5389237,.5797493,2011
BRA,2019,INC,N,FALSE,PNADC-E1,1,2012-2022,.5351377,.5714173,2011
BRA,2020,INC,N,FALSE,PNADC-E5,1,2012-2022,.4890334,.484515,2011
BRA,2021,INC,N,FALSE,PNADC-E5,1,2012-2022,.5294281,.5517545,2011
BRA,2022,INC,N,FALSE,PNADC-E1,1,2012-2022,.5201918,.5386638,2011
BTN,2003,CONS,N,FALSE,BLSS,0,2003,.40898,.3091448,2011
BTN,2007,CONS,N,FALSE,BLSS,1,2007-2017,.3809077,.2575909,2011
BTN,2012,CONS,N,FALSE,BLSS,1,2007-2017,.3880933,.2851664,2011
BTN,2017,CONS,N,FALSE,BLSS,1,2007-2017,.3744141,.2462918,2011
BTN,2022,CONS,N,FALSE,BLSS,2,2022,.2845992,.1402333,2011
BWA,1985,CONS,N,FALSE,HIES,0,1985-1993,.5421211,,2011
BWA,1993,CONS,N,FALSE,HIES,0,1985-1993,.6079065,,2011
BWA,2002,CONS,N,FALSE,HIES,1,2002-2015,.6473131,.8956548,2011
BWA,2009,CONS,N,FALSE,CWIS,1,2002-2015,.6045905,.8225168,2011
BWA,2015,CONS,N,FALSE,BMTHS,1,2002-2015,.5332503,.5991259,2011
CAF,1992,CONS,N,FALSE,EPCM,0,1992,.6133075,,2011
CAF,2008,CONS,N,FALSE,ECASEB,1,2008,.5623661,.7637682,2011
CAF,2021,CONS,N,FALSE,EHCVM,2,2021,.4304642,.3460967,2011
CAN,1971,INC,N,FALSE,SCF-LIS,0,1971-1995,.3725714,.2389122,2011
CAN,1973,INC,N,FALSE,SCF-LIS,0,1971-1995,.3491035,.2088571,2011
CAN,1975,INC,N,FALSE,SCF-LIS,0,1971-1995,.340947,.1981012,2011
CAN,1977,INC,N,FALSE,SCF-LIS,0,1971-1995,.3373513,.1919144,2011
CAN,1979,INC,N,FALSE,SCF-LIS,0,1971-1995,.3347417,.1893637,2011
CAN,1981,INC,N,FALSE,SCF-LIS,0,1971-1995,.3296656,.183421,2011
CAN,1982,INC,N,FALSE,SCF-LIS,0,1971-1995,.3293241,.1830112,2011
CAN,1984,INC,N,FALSE,SCF-LIS,0,1971-1995,.3352024,.1924437,2011
CAN,1985,INC,N,FALSE,SCF-LIS,0,1971-1995,.3317662,.1916735,2011
CAN,1986,INC,N,FALSE,SCF-LIS,0,1971-1995,.31681,.170277,2011
CAN,1987,INC,N,FALSE,SCF-LIS,0,1971-1995,.3165566,.1702472,2011
CAN,1988,INC,N,FALSE,SCF-LIS,0,1971-1995,.3120113,.1654594,2011
CAN,1989,INC,N,FALSE,SCF-LIS,0,1971-1995,.3101912,.16398,2011
CAN,1990,INC,N,FALSE,SCF-LIS,0,1971-1995,.3137178,.1682297,2011
CAN,1991,INC,N,FALSE,SCF-LIS,0,1971-1995,.3195023,.1736843,2011
CAN,1992,INC,N,FALSE,SCF-LIS,0,1971-1995,.3156769,.1691189,2011
CAN,1993,INC,N,FALSE,SCF-LIS,0,1971-1995,.3168277,.1700574,2011
CAN,1994,INC,N,FALSE,SCF-LIS,0,1971-1995,.313089,.164985,2011
CAN,1995,INC,N,FALSE,SCF-LIS,0,1971-1995,.3151303,.1672889,2011
CAN,1996,INC,N,FALSE,SLID-LIS,1,1996-2011,.3276805,.1875842,2011
CAN,1997,INC,N,FALSE,SLID-LIS,1,1996-2011,.3311694,.1956991,2011
CAN,1998,INC,N,FALSE,SLID-LIS,1,1996-2011,.3321725,.2011666,2011
CAN,1999,INC,N,FALSE,SLID-LIS,1,1996-2011,.3306094,.1945344,2011
